s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2476,0.055005692,0.42662392,22/06/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
2477,0.2723488,0.248585824,24/03/2022,Glass Medicine Bottle,Self Disposal,Tidy,NA
2478,0.643104101,0.883462814,27/01/2022,Newspaper,Self Disposal,NA,GUL STREET 4
2479,0.071192442,0.444409179,03/02/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
2480,0.635181957,0.729645059,28/05/2022,Melamine,Self Disposal,NA,CARMEN STREET
2481,0.53849569,0.974276725,23/01/2022,Bodywash Bottle,Self Disposal,NA,MUNSHI ABDULLAH WALK
2482,0.751207529,0.439634718,01/07/2022,Modems,House Collection,PWC-Sembwaste,NA
2483,0.2057173,0.928077601,13/02/2022,Glass Cosmetic Bottle,Self Disposal,NA,JALAN IBADAT
2484,0.158224075,0.933924316,04/05/2022,Facial Cleanser Bottle,Self Disposal,NA,SUNGEI KADUT STREET 3
2485,0.657365599,0.66616822,06/05/2022,Sanitary Pad,Self Disposal,NA,MACPHERSON LANE
2486,0.197902156,0.869528737,04/02/2022,Glass Cosmetic Bottle,House Collection,NA,TUKANG INNOVATION DRIVE
2487,0.221804737,0.474819519,18/05/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
2488,0.277017289,0.57937827,19/01/2022,Paint Container,House Collection,NA,BELILIOS ROAD
2489,0.488889933,0.373194091,07/04/2022,Canned Food Can,House Collection,PWC-Alba-WH,NA
2490,0.722874125,0.962639542,12/02/2022,Paper Envelope,House Collection,NA,YISHUN AVENUE 11
2491,0.560392304,0.441786139,15/04/2022,Metal Drink Can,House Collection,PWC-Sembwaste,NA
2492,0.395363523,0.253644293,08/05/2022,Beer Bottle,Self Disposal,Tidy,NA
2493,0.702399934,0.873367054,10/05/2022,Magazine Wrapper,Self Disposal,NA,MERANTI AVENUE
2494,0.231962009,0.800561714,06/02/2022,Glass Medicine Bottle,Self Disposal,NA,HILLSIDE DRIVE
2495,0.590201186,0.965244998,04/05/2022,Canned Food/Drinks,House Collection,NA,YISHUN CENTRAL 2
2496,0.123270704,0.744094572,23/06/2022,Detergent Bottle,House Collection,NA,BEDOK PLACE
2497,0.586902206,0.536590535,09/02/2022,Pencils,Self Disposal,NA,CLEMENTI AVENUE 3
2498,0.329184672,0.934520734,04/03/2022,Shampoo Bottle,Self Disposal,NA,SUNGEI KADUT AVENUE
2499,0.731661983,0.610166528,05/03/2022,Routers,House Collection,NA,LIM TAI SEE WALK
2500,0.257215891,0.687512237,03/06/2022,Glass Medicine Bottle,House Collection,NA,EUNOS AVENUE 8A
2501,0.98856366,0.946006958,21/06/2022,Tables,Self Disposal,NA,MARSILING INDUSTRIAL ESTATE ROAD 9
2502,0.411064072,0.790196269,11/02/2022,Biscuit Tin,House Collection,NA,LEW LIAN VALE
2503,0.36503181,0.390098033,27/06/2022,Beer Bottle,House Collection,PWC-Alba-WH,NA
2504,0.981020487,0.942561526,23/06/2022,Namecard,Self Disposal,NA,EQUESTRIAN WALK
2505,0.677617023,0.221147764,19/05/2022,Aerosol Can,House Collection,Gee Hoe Seng Pte Ltd,NA
2506,0.731274204,0.60756352,30/01/2022,Modems,House Collection,NA,TAN KIM CHENG ROAD
2507,0.359155758,0.686898199,20/04/2022,Shampoo Bottle,Self Disposal,NA,UBI AVENUE 3
2508,0.069894377,0.563233262,29/05/2022,Bodywash Bottle,Self Disposal,NA,PRINSEP STREET
2509,0.741475743,0.033428436,22/03/2022,Glass Bowl,House Collection,Greensquare,NA
2510,0.685441215,0.770307983,28/01/2022,Ovens,Self Disposal,NA,SIMEI ROAD
2511,0.157160039,0.343000656,27/06/2022,Facial Cleanser Bottle,House Collection,Alba E-waste Smart Recycling,NA
2512,0.022730116,0.041010672,29/03/2022,Aerosol Can,House Collection,Greensquare,NA
2513,0.690562935,0.86830242,10/03/2022,Crockery,House Collection,NA,YUNG HO ROAD
2514,0.522040807,0.514181583,01/06/2022,Calendar,Self Disposal,NA,KEPPEL ROAD
2515,0.140046363,0.20355397,10/03/2022,Facial Cleanser Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2516,0.830457038,0.341037727,18/06/2022,Laptops,House Collection,Alba E-waste Smart Recycling,NA
2517,0.697133166,0.750675353,09/02/2022,Sanitary Pad,Self Disposal,NA,HARVEY AVENUE
2518,0.372976514,0.913097277,31/05/2022,Beer Bottle,Self Disposal,NA,PHOENIX AVENUE
2519,0.211352115,0.548507747,25/02/2022,Glass Cosmetic Bottle,House Collection,NA,MARGARET DRIVE
2520,0.469242446,0.993158122,02/01/2022,Canned Food Can,House Collection,NA,JALAN PERADUN
2521,0.139822584,0.022346603,21/05/2022,Facial Cleanser Bottle,House Collection,Greensquare,NA
2522,0.03331717,0.419789333,21/05/2022,Aerosol Can,House Collection,PWC-Sembwaste,NA
2523,0.377418419,0.594302303,15/06/2022,Beer Bottle,Self Disposal,NA,RIDOUT ROAD
2524,0.951878563,0.932351782,27/04/2022,Personal Mobility Devices,House Collection,NA,LIM CHU KANG LANE 6D
2525,0.0569845,0.511075021,05/05/2022,Bodywash Bottle,House Collection,NA,GOPENG STREET
2526,0.314272618,0.658242138,02/06/2022,Paint Container,House Collection,NA,LORONG KEMBANG
2527,0.95339056,0.512203327,11/05/2022,Melamine,Self Disposal,NA,CHOON GUAN STREET
2528,0.673354794,0.419429239,08/01/2022,Clothes Dryers,House Collection,PWC-Sembwaste,NA
2529,0.591481027,0.972094445,25/02/2022,Towels,Self Disposal,NA,TU FU AVENUE
2530,0.299991611,0.177409231,02/02/2022,Paint Container,House Collection,Ezi,NA
2531,0.829926307,0.77458469,09/03/2022,Cutlery,House Collection,NA,TAMPINES STREET 83
2532,0.703675278,0.828754917,26/02/2022,Plastic Clothes Hanger,Self Disposal,NA,SAINT NICHOLAS VIEW
2533,0.964134152,0.806201666,16/02/2022,Sandals,House Collection,NA,POH HUAT CRESCENT
2534,0.793874219,0.927053007,14/04/2022,Drinking Straw,Self Disposal,NA,JALAN PIRING
2535,0.450908696,0.86122613,13/05/2022,Biscuit Tin,Self Disposal,NA,GREENRIDGE CRESCENT
2536,0.657090399,0.340427142,02/06/2022,Disposable Wooden Chopstick,House Collection,Alba E-waste Smart Recycling,NA
2537,0.799114222,0.455717417,14/04/2022,Milk Carton,Self Disposal,PWC-800 Super,NA
2538,0.736148247,0.065389143,22/05/2022,Wax Paper,House Collection,Passiton.org,NA
2539,0.404636805,0.637717711,20/06/2022,Beer Bottle,Self Disposal,NA,CHEE HOON AVENUE
2540,0.424133668,0.635727556,14/03/2022,Biscuit Tin,House Collection,NA,JALAN SENI
2541,0.608558653,0.436073272,30/04/2022,Backpacks,House Collection,PWC-Sembwaste,NA
2542,0.058340579,0.85809859,02/03/2022,Bodywash Bottle,House Collection,NA,SUNSET DRIVE
2543,0.546656563,0.196657487,02/03/2022,Sandals,House Collection,Gee Hoe Seng Pte Ltd,NA
2544,0.098689581,0.158887016,29/06/2022,Detergent Bottle,House Collection,Ezi,NA
2545,0.801307469,0.29557924,01/06/2022,Glass Cup,Self Disposal,Alba,NA
2546,0.8604142,0.122071379,01/04/2022,Egg Tray,Self Disposal,Salvation Army,NA
2547,0.290930852,0.63504536,24/04/2022,Paint Container,House Collection,NA,LEYDEN HILL
2548,0.949041499,0.944685816,21/01/2022,Crockery,Self Disposal,NA,WOODLANDS AVENUE 2
2549,0.370895516,0.26239325,02/03/2022,Beer Bottle,Self Disposal,Tidy,NA
2550,0.906860454,0.952700988,25/06/2022,Belts,Self Disposal,NA,WOODLANDS INDUSTRIAL PARK E2
2551,0.867844881,0.749167064,17/02/2022,Pants,Self Disposal,NA,JALAN PARI DEDAP
2552,0.806679834,0.349357756,12/02/2022,Carriers,House Collection,Alba E-waste Smart Recycling,NA
2553,0.680666891,0.090167705,31/05/2022,Book,House Collection,Passiton.org,NA
2554,0.351127267,0.827763738,02/06/2022,Shampoo Bottle,House Collection,NA,ANG MO KIO STREET 42
2555,0.204087236,0.023796579,15/03/2022,Glass Cosmetic Bottle,House Collection,Greensquare,NA
2556,0.12992543,0.567783861,21/03/2022,Detergent Bottle,Self Disposal,NA,BAGHDAD STREET
2557,0.433884367,0.335189866,14/02/2022,Biscuit Tin,House Collection,Alba E-waste Smart Recycling,NA
2558,0.944854546,0.952273975,17/05/2022,Pencils,House Collection,NA,WOODLANDS INDUSTRIAL PARK E4
2559,0.216599835,0.691866792,15/06/2022,Glass Cosmetic Bottle,Self Disposal,NA,TAMAN KEMBANGAN
2560,0.162242874,0.883274762,12/04/2022,Facial Cleanser Bottle,Self Disposal,NA,GUL WAY
2561,0.547109913,0.408033857,25/06/2022,Markers,House Collection,PWC-Alba-WH,NA
2562,0.009577124,0.577441885,01/05/2022,Aerosol Can,Self Disposal,NA,ROBERTS LANE
2563,0.215310117,0.405828151,23/06/2022,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,NA
2564,0.055177015,0.615848429,01/01/2022,Bodywash Bottle,House Collection,NA,TAMAN WARNA
2565,0.047264573,0.984929343,21/01/2022,Bodywash Bottle,Self Disposal,NA,BELGRAVIA DRIVE
2566,0.362966393,0.610929477,29/04/2022,Shampoo Bottle,House Collection,NA,JALAN SIANTAN
2567,0.565968386,0.148240507,16/04/2022,Tissue Box,House Collection,Ezi,NA
2568,0.188335815,0.124998462,27/04/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
2569,0.482235997,0.338891656,14/01/2022,Canned Food Can,House Collection,Alba E-waste Smart Recycling,NA
2570,0.927094612,0.266927788,21/06/2022,Sunglasses,Self Disposal,Tidy,NA
2571,0.61167852,0.777265113,12/05/2022,Laptops,Self Disposal,NA,TAMPINES CONCOURSE
2572,0.9129465,0.259433973,10/02/2022,Cassette Tape,Self Disposal,Tidy,NA
2573,0.336091239,0.131734647,20/01/2022,Shampoo Bottle,Self Disposal,Salvation Army,NA
2574,0.968786756,0.11209082,27/03/2022,Bedsheets,Self Disposal,Salvation Army,NA
2575,0.310700069,0.174756084,18/06/2022,Paint Container,House Collection,Ezi,NA
2576,0.790753484,0.144518695,12/02/2022,Mobile Telephones,House Collection,Ezi,NA
2577,0.831088897,0.126567374,25/04/2022,Routers,Self Disposal,Salvation Army,NA
2578,0.186326763,0.201470716,20/06/2022,Glass Cosmetic Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2579,0.708585458,0.057864946,25/05/2022,Watches,House Collection,Passiton.org,NA
2580,0.274008908,0.227524344,02/03/2022,Paint Container,Self Disposal,Tidy,NA
2581,0.808461313,0.868691062,17/05/2022,Shorts,Self Disposal,NA,YUNG SHENG ROAD
2582,0.402239798,0.42801447,30/05/2022,Beer Bottle,House Collection,PWC-Sembwaste,NA
2583,0.774388236,0.014942587,16/06/2022,Melamine,House Collection,Greensquare,NA
2584,0.487449882,0.359852854,28/05/2022,Canned Food Can,House Collection,Alba E-waste Smart Recycling,NA
2585,0.258002316,0.019666896,23/06/2022,Glass Medicine Bottle,House Collection,Greensquare,NA
2586,0.701299149,0.969307077,12/02/2022,Egg Tray,House Collection,NA,SPRINGSIDE WALK
2587,0.66964531,0.965300808,19/05/2022,Canned Food/Drinks,Self Disposal,NA,CHENCHARU LINK
2588,0.318789498,0.432806391,08/03/2022,Shampoo Bottle,House Collection,PWC-Sembwaste,NA
2589,0.297384568,0.261360785,03/06/2022,Paint Container,Self Disposal,Tidy,NA
2590,0.643453409,0.883361486,25/06/2022,Paper Envelope With Window,Self Disposal,NA,GUL STREET 5
2591,0.713025898,0.409031848,05/03/2022,Clothes Dryers,House Collection,PWC-Alba-WH,NA
2592,0.92436768,0.406886606,13/02/2022,Sandals,House Collection,PWC-Alba-WH,NA
2593,0.251723621,0.436785773,20/01/2022,Glass Medicine Bottle,House Collection,PWC-Sembwaste,NA
2594,0.706284182,0.167820339,28/02/2022,Pencils,House Collection,Ezi,NA
2595,0.394663961,0.14562285,19/03/2022,Beer Bottle,House Collection,Ezi,NA
2596,0.365625898,0.243339674,06/01/2022,Beer Bottle,Self Disposal,Tidy,NA
2597,0.275792971,0.081792146,01/06/2022,Paint Container,House Collection,Passiton.org,NA
2598,0.017526583,0.884537836,31/03/2022,Aerosol Can,House Collection,NA,GUL CRESCENT
2599,0.996253919,0.242186884,11/01/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
2600,0.777580715,0.993466058,23/06/2022,Glass Medicine Bottle,Self Disposal,NA,JALAN LEKUB
2601,0.16598141,0.041242784,16/01/2022,Facial Cleanser Bottle,House Collection,Greensquare,NA
2602,0.824106598,0.622209223,11/05/2022,Carton Box,Self Disposal,NA,GREENLEAF WALK
2603,0.331407365,0.075990247,28/06/2022,Shampoo Bottle,House Collection,Passiton.org,NA
2604,0.610906817,0.323685276,05/01/2022,Bedsheets,House Collection,Alba E-waste Smart Recycling,NA
2605,0.225642596,0.638382577,23/03/2022,Glass Cosmetic Bottle,Self Disposal,NA,TAN TOCK SENG LINK
2606,0.284362404,0.92235292,11/03/2022,Paint Container,Self Disposal,NA,CHOA CHU KANG AVENUE 5
2607,0.44147604,0.543935652,06/06/2022,Biscuit Tin,House Collection,NA,CREATE WAY
2608,0.987233789,0.696770285,10/02/2022,Shirts,Self Disposal,NA,JALAN KECHOT
2609,0.733421814,0.226896547,30/06/2022,Refrigerators,House Collection,Gee Hoe Seng Pte Ltd,NA
2610,0.289645683,0.309213528,18/02/2022,Paint Container,Self Disposal,Alba,NA
2611,0.028479383,0.812080687,18/01/2022,Aerosol Can,House Collection,NA,SERANGOON AVENUE 1
2612,0.57124234,0.368838258,04/06/2022,Bedsheets,House Collection,PWC-Alba-WH,NA
2613,0.326581602,0.004433456,19/03/2022,Shampoo Bottle,House Collection,Greensquare,NA
2614,0.319796301,0.942612048,17/01/2022,Shampoo Bottle,Self Disposal,NA,EQUESTRIAN WALK
2615,0.376385271,0.898916596,06/05/2022,Beer Bottle,Self Disposal,NA,TUAS AVENUE 6
2616,0.586868959,0.802256671,11/02/2022,Markers,Self Disposal,NA,PALM GROVE AVENUE
2617,0.200645089,0.128754015,13/01/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
2618,0.492034282,0.738895939,01/01/2022,Canned Food Can,Self Disposal,NA,JALAN LIMAU BALI
2619,0.738571177,0.794804204,07/06/2022,Canned Food Can,House Collection,NA,EDEN GROVE
2620,0.572457273,0.260664815,28/04/2022,Printers,Self Disposal,Tidy,NA
2621,0.249313524,0.598090757,02/03/2022,Glass Medicine Bottle,Self Disposal,NA,CHATSWORTH AVENUE
2622,0.194062077,0.904848647,26/06/2022,Glass Cosmetic Bottle,Self Disposal,NA,JURONG WEST STREET 26
2623,0.5299874,0.22050685,12/04/2022,Shirts,House Collection,Gee Hoe Seng Pte Ltd,NA
2624,0.872647362,0.022100606,25/05/2022,Refrigerators,House Collection,Greensquare,NA
2625,0.922510438,0.93484029,14/02/2022,Plastic Egg Tray,Self Disposal,NA,MANDAI LAKE ROAD
2626,0.550338196,0.46782795,24/03/2022,Biscuits,Self Disposal,PWC-800 Super,NA
2627,0.062731921,0.882464865,25/06/2022,Bodywash Bottle,House Collection,NA,KIAN TECK AVENUE
2628,0.687992934,0.858242715,06/02/2022,Backpacks,Self Disposal,NA,SUNSET CRESCENT
2629,0.899635332,0.947113107,22/02/2022,Bubble Wrap,House Collection,NA,JALAN RASOK
2630,0.203011634,0.023273985,16/05/2022,Glass Cosmetic Bottle,House Collection,Greensquare,NA
2631,0.299647399,0.802103026,19/02/2022,Paint Container,House Collection,NA,POH HUAT ROAD
2632,0.031284813,0.025873123,27/06/2022,Aerosol Can,House Collection,Greensquare,NA
2633,0.472531184,0.910979666,07/01/2022,Canned Food Can,House Collection,NA,BUKIT BATOK CENTRAL LINK
2634,0.336475807,0.6878119,30/06/2022,Shampoo Bottle,Self Disposal,NA,EUNOS AVENUE 7A
2635,0.35341721,0.940630981,28/05/2022,Shampoo Bottle,House Collection,NA,NORTH COAST AVENUE
2636,0.263467036,0.316537355,08/02/2022,Glass Medicine Bottle,Self Disposal,Alba,NA
2637,0.392710622,0.394457106,01/04/2022,Beer Bottle,House Collection,PWC-Alba-WH,NA
2638,0.378980899,0.157723353,08/05/2022,Beer Bottle,House Collection,Ezi,NA
2639,0.842973337,0.247158249,13/02/2022,Plastic Egg Tray,Self Disposal,Tidy,NA
2640,0.018740731,0.696687809,09/02/2022,Aerosol Can,Self Disposal,NA,JALAN KEMBANGAN
2641,0.777574025,0.316755141,20/02/2022,Glass Medicine Bottle,Self Disposal,Alba,NA
2642,0.55840258,0.44003953,17/03/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
2643,0.512188216,0.065853568,07/06/2022,Desktop Monitors,House Collection,Passiton.org,NA
2644,0.608458801,0.25604231,07/04/2022,Backpacks,Self Disposal,Tidy,NA
2645,0.978737967,0.430541862,02/04/2022,Wine Bottle,House Collection,PWC-Sembwaste,NA
2646,0.458583526,0.725676553,03/01/2022,Canned Food Can,House Collection,NA,JALAN JAMAL
2647,0.234700712,0.020571322,11/02/2022,Glass Medicine Bottle,House Collection,Greensquare,NA
2648,0.351300119,0.84200412,21/03/2022,Shampoo Bottle,House Collection,NA,JALAN RABU
2649,0.807949849,0.331459021,19/02/2022,Watches,House Collection,Alba E-waste Smart Recycling,NA
2650,0.264642685,0.714433411,10/06/2022,Glass Medicine Bottle,House Collection,NA,EAST COAST PARKWAY
2651,0.283427509,0.969028449,28/03/2022,Paint Container,House Collection,NA,YIO CHU KANG CRESCENT
2652,0.436796887,0.226534307,28/06/2022,Biscuit Tin,House Collection,Gee Hoe Seng Pte Ltd,NA
2653,0.744003709,0.48122636,09/04/2022,Shredded Paper,Self Disposal,PWC-800 Super,NA
2654,0.136588857,0.277043649,13/06/2022,Facial Cleanser Bottle,Self Disposal,Alba,NA
2655,0.273646193,0.768910138,04/04/2022,Paint Container,House Collection,NA,PASIR RIS DRIVE 12
2656,0.315514709,0.505105218,01/06/2022,Paint Container,House Collection,NA,CIRCULAR ROAD
2657,0.875007054,0.950066535,11/02/2022,Tissue Paper,House Collection,NA,ADMIRALTY LANE
2658,0.058123058,0.901048379,03/03/2022,Bodywash Bottle,Self Disposal,NA,BOON LAY PLACE
2659,0.527494771,0.260322723,19/02/2022,Pens,Self Disposal,Tidy,NA
2660,0.004295804,0.756180845,17/05/2022,Aerosol Can,House Collection,NA,JALAN LOYANG BESAR
2661,0.734218374,0.485358169,06/06/2022,Drinking Straw,Self Disposal,PWC-800 Super,NA
2662,0.869677724,0.780794536,05/06/2022,Cutlery,House Collection,NA,HOUGANG STREET 52
2663,0.830075205,0.737287985,12/05/2022,Towels,Self Disposal,NA,LUCKY HEIGHTS
2664,0.320795931,0.963466537,10/01/2022,Shampoo Bottle,Self Disposal,NA,YISHUN AVENUE 4
2665,0.804335727,0.968599183,10/04/2022,Paper Packaging,Self Disposal,NA,MANDAI ROAD - TRACK 7
2666,0.955236691,0.020407625,19/05/2022,Disposable Wooden Chopstick,House Collection,Greensquare,NA
2667,0.067226631,0.921727803,04/04/2022,Bodywash Bottle,Self Disposal,NA,CHOA CHU KANG CENTRAL
2668,0.089705795,0.128407355,05/03/2022,Bodywash Bottle,Self Disposal,Salvation Army,NA
2669,0.440017394,0.838792486,08/04/2022,Biscuit Tin,House Collection,NA,SERENADE WALK
2670,0.313449497,0.846867364,02/04/2022,Paint Container,House Collection,NA,CLOVER RISE
2671,0.71243845,0.647936075,15/04/2022,Wireless Access Points,House Collection,NA,JALAN BAHAGIA
2672,0.215088316,0.495431317,04/06/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
2673,0.943317143,0.601354199,02/04/2022,Writing Paper,Self Disposal,NA,ROBIN LANE
2674,0.322003016,0.767058045,30/01/2022,Shampoo Bottle,Self Disposal,NA,RIVERINA CRESCENT
2675,0.788330603,0.30638355,26/02/2022,Pants,Self Disposal,Alba,NA
2676,0.804398781,0.598842528,26/02/2022,Paper Packaging,Self Disposal,NA,GALLOP PARK ROAD
2677,0.32415621,0.625891654,27/03/2022,Shampoo Bottle,Self Disposal,NA,WATTEN PARK
2678,0.015694655,0.960864605,14/03/2022,Aerosol Can,House Collection,NA,ATTAP VALLEY ROAD
2679,0.172966038,0.058305061,08/03/2022,Facial Cleanser Bottle,House Collection,Passiton.org,NA
2680,0.883765251,0.346826869,26/02/2022,Carton Box,House Collection,Alba E-waste Smart Recycling,NA
2681,0.543120131,0.666552867,08/04/2022,Magazine,House Collection,NA,UPPER ALJUNIED ROAD
2682,0.917894227,0.223307066,17/06/2022,Jam Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2683,0.769693472,0.266316107,20/06/2022,Sofas,Self Disposal,Tidy,NA
2684,0.277869413,0.054063466,29/03/2022,Paint Container,House Collection,Passiton.org,NA
2685,0.473247325,0.47415221,29/05/2022,Canned Food Can,Self Disposal,PWC-800 Super,NA
2686,0.076541355,0.251858612,28/04/2022,Bodywash Bottle,Self Disposal,Tidy,NA
2687,0.017019568,0.245016642,16/01/2022,Aerosol Can,Self Disposal,Tidy,NA
2688,0.363340973,0.781465703,28/04/2022,Shampoo Bottle,Self Disposal,NA,HOUGANG AVENUE 2
2689,0.636783961,0.634287226,24/05/2022,Wax Paper,Self Disposal,NA,MOUNT PLEASANT DRIVE
2690,0.009601384,0.787368147,23/01/2022,Aerosol Can,Self Disposal,NA,SERANGOON TERRACE
2691,0.759002471,0.569884368,28/02/2022,Juice Carton,Self Disposal,NA,UPPER DICKSON ROAD
2692,0.144777072,0.718970473,08/04/2022,Facial Cleanser Bottle,House Collection,NA,YARROW GARDENS
2693,0.32010319,0.965280068,12/06/2022,Shampoo Bottle,Self Disposal,NA,CHENCHARU LINK
2694,0.204605802,0.402592181,13/04/2022,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,NA
2695,0.359057828,0.939313445,01/05/2022,Shampoo Bottle,House Collection,NA,WOODLANDS CRESCENT
2696,0.712175596,0.75807831,29/06/2022,Switches,House Collection,NA,TURNHOUSE ROAD
2697,0.55181089,0.012683609,09/05/2022,Computers,House Collection,Greensquare,NA
2698,0.492740505,0.697073227,31/05/2022,Canned Food Can,Self Disposal,NA,JALAN ISHAK
2699,0.004052141,0.837113804,18/04/2022,Aerosol Can,Self Disposal,NA,THOMSON GREEN
2700,0.34809843,0.951105956,01/07/2022,Shampoo Bottle,Self Disposal,NA,WAK HASSAN DRIVE
2701,0.7501201,0.299195011,07/04/2022,Bedsheets,Self Disposal,Alba,NA
2702,0.779132866,0.499825743,26/03/2022,Milk Carton,Self Disposal,PWC-800 Super,NA
2703,0.144417369,0.996236175,07/06/2022,Facial Cleanser Bottle,House Collection,NA,BEGONIA CRESCENT
2704,0.72652488,0.795038791,27/04/2022,Dolls,Self Disposal,NA,DEFU LANE 11
2705,0.926046536,0.773114811,08/02/2022,High Chairs,Self Disposal,NA,TAMPINES STREET 61
2706,0.383565742,0.121933757,08/05/2022,Beer Bottle,Self Disposal,Salvation Army,NA
2707,0.836211536,0.981287413,21/02/2022,Sanitary Pad,House Collection,NA,SELETAR WEST FARMWAY 5
2708,0.258391755,0.646957942,06/06/2022,Glass Medicine Bottle,Self Disposal,NA,TOA PAYOH WEST
2709,0.776089304,0.885055251,20/02/2022,Windows,Self Disposal,NA,FIRST LOK YANG ROAD
2710,0.601615832,0.826121713,24/01/2022,CD,Self Disposal,NA,ANG MO KIO AVENUE 2
2711,0.838978909,0.681728577,24/06/2022,Packet Drink,House Collection,NA,LORONG 34 GEYLANG
2712,0.188874929,0.631679699,10/06/2022,Glass Cosmetic Bottle,Self Disposal,NA,LORNIE ROAD
2713,0.068661955,0.070291985,12/05/2022,Bodywash Bottle,House Collection,Passiton.org,NA
2714,0.057034831,0.909755084,15/05/2022,Bodywash Bottle,Self Disposal,NA,BUKIT BATOK STREET 41
2715,0.672588485,0.083393325,20/05/2022,Tablets,House Collection,Passiton.org,NA
2716,0.839032879,0.312199566,21/02/2022,Plastic Drink Bottle,Self Disposal,Alba,NA
2717,0.894932861,0.142301877,12/02/2022,Toilet Paper,House Collection,Ezi,NA
2718,0.393066333,0.220200021,23/06/2022,Beer Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2719,0.725159017,0.028962895,23/03/2022,Ovens,House Collection,Greensquare,NA
2720,0.392994587,0.117646256,23/02/2022,Beer Bottle,Self Disposal,Salvation Army,NA
2721,0.796410886,0.046954885,02/04/2022,Sanitary Pad,House Collection,Passiton.org,NA
2722,0.133950404,0.212554783,21/02/2022,Detergent Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2723,0.658045937,0.731378631,12/03/2022,Facial Cleanser Bottle,House Collection,NA,BEDOK NORTH ROAD
2724,0.740335372,0.527478068,29/03/2022,Book,Self Disposal,NA,ARTS LINK
2725,0.922720645,0.23353361,04/03/2022,Printed Paper,Self Disposal,Tidy,NA
2726,0.008485442,0.181120257,03/02/2022,Aerosol Can,House Collection,Ezi,NA
2727,0.850655573,0.751300885,05/06/2022,Network Hubs,House Collection,NA,BEDOK RIA CRESCENT
2728,0.125273844,0.908915734,03/02/2022,Detergent Bottle,Self Disposal,NA,BUKIT BATOK STREET 34
2729,0.281156754,0.649977897,23/05/2022,Paint Container,Self Disposal,NA,ST. MICHAEL'S ROAD
2730,0.359648262,0.042161918,26/01/2022,Shampoo Bottle,House Collection,Greensquare,NA
2731,0.661842307,0.134381418,21/04/2022,Gift Wrapping Paper,Self Disposal,Salvation Army,NA
2732,0.854356865,0.741242094,19/06/2022,Paper Plate,Self Disposal,NA,BEDOK RESERVOIR CRESCENT
2733,0.390942725,0.247001749,08/04/2022,Beer Bottle,Self Disposal,Tidy,NA
2734,0.972127085,0.033852595,02/03/2022,Televisions,House Collection,Greensquare,NA
2735,0.091356049,0.146445115,09/05/2022,Detergent Bottle,House Collection,Ezi,NA
2736,0.942364522,0.489850961,15/04/2022,Plastic Egg Tray,Self Disposal,PWC-800 Super,NA
2737,0.124568537,0.370597359,26/03/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
2738,0.320850445,0.965513035,10/04/2022,Shampoo Bottle,House Collection,NA,MILTONIA CLOSE
2739,0.412672215,0.28237309,27/06/2022,Biscuit Tin,Self Disposal,Alba,NA
2740,0.812634564,0.042821258,26/03/2022,Electric Mobility Scooters,House Collection,Greensquare,NA
2741,0.867571614,0.279592797,16/01/2022,Watches,Self Disposal,Alba,NA
2742,0.003003926,0.514132905,07/02/2022,Aerosol Can,Self Disposal,NA,KEPPEL ROAD
2743,0.775521494,0.857862249,17/01/2022,Tissue Paper,Self Disposal,NA,SUNSET GROVE
2744,0.759052296,0.285834939,17/03/2022,Juice Carton,Self Disposal,Alba,NA
2745,0.159343605,0.728993396,03/05/2022,Facial Cleanser Bottle,Self Disposal,NA,DIDO STREET
2746,0.823009814,0.101344303,08/05/2022,Plastic Egg Tray,Self Disposal,Salvation Army,NA
2747,0.847226771,0.051131324,09/05/2022,Belts,House Collection,Passiton.org,NA
2748,0.993082682,0.234796781,08/01/2022,Melamine,Self Disposal,Tidy,NA
2749,0.750555285,0.673615479,03/02/2022,Towels,Self Disposal,NA,JALAN AYER
2750,0.78856345,0.009925475,29/05/2022,Shorts,House Collection,Greensquare,NA
2751,0.708109174,0.736194798,02/01/2022,Handbags,House Collection,NA,SENNETT DRIVE
2752,0.439772474,0.695615889,07/06/2022,Biscuit Tin,House Collection,NA,JALAN SAYANG
2753,0.801962148,0.972913259,08/06/2022,Namecard,House Collection,NA,SPRINGLEAF VIEW
2754,0.910428635,0.048567485,27/03/2022,Printers,House Collection,Passiton.org,NA
2755,0.099441117,0.061742229,16/02/2022,Detergent Bottle,House Collection,Passiton.org,NA
